"","l_W","l_L","l_GS","l_CG","l_SHO","l_IPouts","l_H","l_ER","l_HR","l_BB","l_SO","l_WP","l_HBP","l_BFP","l_R","l_SH","l_SF","l_GIDP","round","po_L","po_GS","po_IPouts","po_H","po_ER","po_HR","po_BB","po_SO","po_BFP","po_R","GP","salary","kwERA","BSR","l_GM","attendance.f","career","b1.WHIP","b1.FIP","b1.kwERA","b1.BSR","b1.round","b1.l_GM","b2.WHIP","b2.kwERA","b2.BSR","b2.round"
"78",4,4,0,0,0,194,62,34,7,31,68,2,5,289,35,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1075000,6.77024221453287,38.5570144181852,56,3,5,1.48017621145374,4.1647577092511,6.0565349544073,43.0643786576036,0,62,1.73134328358209,5.94368932038835,41.9294331891646,0
"79",3,1,0,0,0,181,46,16,9,22,44,1,2,241,21,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1750000,6.54522821576763,32.0100844190457,63,3,6,1.43814432989691,4.12783505154639,6.77024221453287,38.5570144181852,0,56,1.48017621145374,6.0565349544073,43.0643786576036,0
"80",3,1,0,0,0,189,57,22,2,23,35,6,1,262,25,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1750000,6.0412213740458,23.9170981563412,56,0,7,1.12707182320442,4.72486187845304,6.54522821576763,32.0100844190457,0,63,1.43814432989691,6.77024221453287,38.5570144181852,0
"81",0,0,0,0,0,30,10,1,0,3,8,0,1,42,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1500000,6.54285714285714,3.48269803309093,8,0,8,1.26984126984127,3.5015873015873,6.0412213740458,23.9170981563412,0,56,1.12707182320442,6.54522821576763,32.0100844190457,0
"82",2,0,0,0,0,112,31,5,3,9,28,0,1,149,6,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2e+06,7.01073825503356,14.8443693443085,30,0,9,1.3,2.8,6.54285714285714,3.48269803309093,0,8,1.26984126984127,6.0412213740458,23.9170981563412,0
"83",4,3,0,0,0,147,39,25,5,34,70,9,2,220,25,0,1,3,1,1,0,14,4,2,0,3,9,21,2,0,837500,7.52727272727273,27.4926396833573,53,3,2,1.05,2.3,7.66415094339623,2.15286193006804,1,8,1.15384615384615,8.03736263736264,8.21300822625149,1
"84",3,1,0,0,0,172,46,16,7,21,63,2,3,236,16,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1725000,7.43389830508475,28.6883064787917,72,2,3,1.48979591836735,3.56734693877551,7.52727272727273,27.4926396833573,1,53,1.05,7.66415094339623,2.15286193006804,1
"85",4,1,0,0,0,186,63,29,4,33,58,5,1,271,29,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1725000,6.59557195571956,34.636458968855,67,2,4,1.16860465116279,3.79302325581395,7.43389830508475,28.6883064787917,0,72,1.48979591836735,7.52727272727273,27.4926396833573,1
"86",1,3,0,0,0,61,23,13,3,10,21,1,1,95,14,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6e+05,6.66315789473684,15.925598715567,23,0,10,1.55294117647059,3.69411764705882,6.01417322834646,28.7070803679428,0,66,1.43617021276596,6.28888888888889,14.5663674331525,0
"87",5,6,0,0,0,210,82,33,7,24,47,0,1,311,35,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2450000,6.36463022508039,45.8376316046074,68,0,3,1.39055793991416,3.72789699570815,6.10153846153846,37.3381675072615,0,73,1.52830188679245,6.12151898734177,50.811564688821,0
"88",4,4,0,0,0,185,68,21,6,15,40,2,5,268,24,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,3550000,6.42985074626866,35.3909398573003,58,0,4,1.51428571428571,4.1,6.36463022508039,45.8376316046074,0,68,1.39055793991416,6.10153846153846,37.3381675072615,0
"89",2,5,0,0,0,223,73,33,5,36,61,1,3,330,34,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,4e+06,6.30909090909091,39.3048116808531,66,2,5,1.34594594594595,3.99459459459459,6.42985074626866,35.3909398573003,0,58,1.51428571428571,6.36463022508039,45.8376316046074,0
"90",3,1,0,0,0,199,76,43,7,27,51,0,2,296,43,4,1,9,1,0,0,10,3,0,0,2,0,12,0,0,1350000,6.41351351351351,44.7354556462741,60,2,6,1.46636771300448,3.88609865470852,6.30909090909091,39.3048116808531,0,66,1.34594594594595,6.42985074626866,35.3909398573003,0
"91",6,4,0,0,0,221,71,21,5,28,45,5,0,313,24,6,1,11,1,0,0,11,2,2,0,2,0,15,2,0,3e+05,6.24345047923323,35.7980717292268,79,1,7,1.55276381909548,4.21005025125628,6.41351351351351,44.7354556462741,1,60,1.46636771300448,6.30909090909091,39.3048116808531,0
"92",1,1,0,0,0,82,29,15,2,14,16,1,2,118,15,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2750000,5.80677966101695,16.2856286707419,33,0,8,1.34389140271493,3.7972850678733,6.24345047923323,35.7980717292268,1,79,1.55276381909548,6.41351351351351,44.7354556462741,1
"93",0,0,0,0,0,48,23,10,3,7,5,0,0,74,10,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,380000,5.07567567567568,16.6452558882899,19,1,9,1.57317073170732,4.29756097560976,5.80677966101695,16.2856286707419,0,33,1.34389140271493,6.24345047923323,35.7980717292268,1
"94",5,2,0,0,0,149,65,30,3,27,24,1,1,236,31,0,1,3,1,0,0,3,1,0,0,0,0,4,0,0,380000,5.50169491525424,36.3927716506646,61,3,10,1.875,6.325,5.07567567567568,16.6452558882899,0,19,1.57317073170732,5.80677966101695,16.2856286707419,0
"95",6,4,0,0,0,209,48,16,7,26,91,4,1,279,21,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,547100,8.36774193548387,28.1781827228061,76,0,2,1.25118483412322,3.05781990521327,7.91162790697674,35.1605187904138,1,77,1.51724137931034,6.54285714285714,16.0477001050705,0
"96",2,5,0,0,0,208,56,23,2,25,99,9,2,286,26,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,4150000,8.50489510489511,22.4716586960899,70,0,3,1.0622009569378,2.84114832535885,8.36774193548387,28.1781827228061,0,76,1.25118483412322,7.91162790697674,35.1605187904138,1
"97",2,2,0,0,0,123,34,22,8,26,45,2,0,178,24,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,346000,6.74831460674157,30.7753039852236,52,0,2,1.74820143884892,4.58129496402878,5.78888888888889,26.4311633823099,0,67,1.08510638297872,7.4625,4.74999494680672,0
"98",3,2,0,0,0,137,36,22,8,23,57,2,0,190,22,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,775000,7.61052631578947,29.2748233062406,51,0,3,1.46341463414634,5.37073170731707,6.74831460674157,30.7753039852236,0,52,1.74820143884892,5.78888888888889,26.4311633823099,0
"99",4,5,0,0,0,151,59,34,10,25,49,2,2,230,37,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,5e+05,6.65217391304348,46.1062334708688,51,0,4,1.29197080291971,4.42627737226277,7.61052631578947,29.2748233062406,0,51,1.46341463414634,6.74831460674157,30.7753039852236,0
"100",1,1,0,0,0,35,9,8,3,7,13,0,1,54,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5e+05,6.95555555555556,9.66993243493804,13,1,5,1.66887417218543,5.32582781456954,6.65217391304348,46.1062334708688,0,51,1.29197080291971,7.61052631578947,29.2748233062406,0
"101",0,0,0,0,0,12,5,1,1,3,2,1,0,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5e+05,4.76842105263158,4.73530272009359,6,1,6,1.37142857142857,5.85714285714286,6.95555555555556,9.66993243493804,0,13,1.66887417218543,6.65217391304348,46.1062334708688,0
"102",0,1,0,0,0,32,14,4,2,2,6,0,0,46,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,270000,6.70434782608696,9.10065244705491,10,3,4,1.4066985645933,4.99425837320574,6.52987012987013,50.9994700438912,0,62,1.6875,6.37109826589595,32.5198823221585,0
"103",0,1,1,0,0,35,6,3,0,5,7,1,0,45,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,270000,6.2,1.81995669880874,7,0,5,1.5,4.79375,6.70434782608696,9.10065244705491,0,10,1.4066985645933,6.52987012987013,50.9994700438912,0
"104",7,3,0,0,0,218,66,30,8,19,44,1,4,298,32,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1100000,6.40671140939597,36.2778703565368,67,2,7,0.942857142857143,3.02857142857143,6.2,1.81995669880874,0,7,1.5,6.70434782608696,9.10065244705491,0
"105",0,0,0,0,0,15,10,8,2,7,3,4,1,33,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000,3.58181818181818,12.1319932789844,6,2,8,1.1697247706422,4.2045871559633,6.40671140939597,36.2778703565368,0,67,0.942857142857143,6.2,1.81995669880874,0
"106",5,6,17,1,1,308,90,41,2,27,57,4,7,418,42,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,525400,6.08899521531101,32.1514052583862,0,0,2,1.44128113879004,5.24982206405694,5.75687732342007,137.237795796188,0,0,1.13089005235602,6.6972972972973,33.9893562270596,0
"107",12,7,30,3,3,561,198,55,14,33,111,4,8,772,65,7,4,24,0,0,0,0,0,0,0,0,0,0,0,0,4e+06,6.53471502590674,90.4593101364512,0,0,3,1.13961038961039,3.30714285714286,6.08899521531101,32.1514052583862,0,0,1.44128113879004,5.75687732342007,137.237795796188,0
"108",0,4,4,0,0,67,28,16,1,7,9,3,0,102,18,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4250000,5.75294117647059,12.9867150383695,0,0,4,1.23529411764706,3.59572192513369,6.53471502590674,90.4593101364512,0,0,1.13961038961039,6.08899521531101,32.1514052583862,0
"109",2,3,10,0,0,225,80,44,13,36,56,2,4,339,47,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8e+06,6.07256637168142,59.383953273901,13,0,13,1.4875,4.9625,6.15106685633002,108.886232628283,0,0,1.38785046728972,5.97692307692308,86.1740242794827,0
"110",6,2,12,1,1,285,80,25,5,23,82,1,5,377,27,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1500000,7.15066312997348,33.4679934059233,9,3,14,1.54666666666667,5.44,6.07256637168142,59.383953273901,0,13,1.4875,6.15106685633002,108.886232628283,0
"111",7,6,15,0,0,362,109,54,12,31,102,1,5,499,56,11,5,7,1,1,0,10,4,4,1,0,4,14,4,0,2e+06,7.03527054108216,57.3215870236366,25,3,15,1.08421052631579,3.01052631578947,7.15066312997348,33.4679934059233,0,9,1.54666666666667,6.07256637168142,59.383953273901,0
"112",1,4,2,0,0,72,31,15,7,7,16,0,0,109,15,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2e+06,6.3908256880734,26.2445873887509,19,3,16,1.16022099447514,3.6475138121547,7.03527054108216,57.3215870236366,1,25,1.08421052631579,7.15066312997348,33.4679934059233,0
"113",2,4,0,0,0,109,50,23,8,14,27,4,1,171,28,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,493400,6.31228070175439,37.9556412729026,43,0,3,1.29310344827586,2.63103448275862,6.99036144578313,5.43638993378056,0,18,1.75862068965517,6.47142857142857,49.427948768015,0
"114",0,0,0,0,0,6,2,1,0,2,1,0,0,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,493400,4.06666666666667,1.12561080770336,1,1,4,1.76146788990826,5.73211009174312,6.31228070175439,37.9556412729026,0,43,1.29310344827586,6.99036144578313,5.43638993378056,0
"115",11,7,32,2,0,640,226,96,38,39,104,1,3,876,101,6,6,25,0,0,0,0,0,0,0,0,0,0,0,0,4125000,6.34520547945205,145.833824939001,1,2,7,1.32307692307692,4.44615384615385,6.47103825136612,84.064407704947,1,12,1.17788461538462,6.37988165680473,140.960087962948,0
"116",4,9,22,1,0,400,156,77,25,30,55,2,1,571,93,7,4,14,1,1,1,38,12,4,2,4,4,54,4,0,5375000,5.94640980735552,104.311996964311,7,2,8,1.2421875,5.0328125,6.34520547945205,145.833824939001,0,1,1.32307692307692,6.47103825136612,84.064407704947,1
"117",6,11,24,0,0,468,174,83,23,32,81,2,1,659,86,6,8,13,0,0,0,0,0,0,0,0,0,0,0,0,1500000,6.32867981790592,103.680489449403,11,3,9,1.395,5.465,5.94640980735552,104.311996964311,1,7,1.2421875,6.34520547945205,145.833824939001,0
"118",14,11,31,2,1,593,212,83,27,43,87,3,4,821,110,3,12,25,0,0,0,0,0,0,0,0,0,0,0,0,3250000,6.02850182704019,123.335181254855,1,0,10,1.32051282051282,4.65512820512821,6.32867981790592,103.680489449403,0,11,1.395,5.94640980735552,104.311996964311,1
"119",6,12,26,2,1,498,217,104,33,53,70,2,1,745,123,5,7,22,0,0,0,0,0,0,0,0,0,0,0,0,3250000,5.72214765100671,154.040313933336,9,0,11,1.29005059021922,4.76323777403035,6.02850182704019,123.335181254855,0,1,1.32051282051282,6.32867981790592,103.680489449403,0
"120",1,2,6,0,0,92,39,23,7,4,17,0,0,133,24,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3250000,6.66315789473684,27.1273872114046,0,0,12,1.62650602409639,5.84457831325301,5.72214765100671,154.040313933336,0,9,1.29005059021922,6.02850182704019,123.335181254855,0
"121",3,6,13,1,0,250,86,37,8,25,61,0,7,356,40,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,3250000,6.41123595505618,45.9820992650383,0,0,2,1.19287833827893,3.28011869436202,6.62553191489362,46.848524790811,0,0,1.28326996197719,7.08163265306122,99.7426437586399,0
"122",4,2,6,0,0,105,29,10,1,7,25,1,1,137,11,0,0,3,1,0,1,18,2,0,0,2,6,21,0,0,5750000,6.97664233576642,10.1523741803408,0,0,3,1.332,4.1,6.41123595505618,45.9820992650383,0,0,1.19287833827893,6.62553191489362,46.848524790811,0
"123",1,4,5,0,0,134,51,30,5,21,46,0,0,200,32,1,0,6,1,0,0,1,1,1,0,1,1,3,1,0,8e+06,6.96,31.6473656368403,11,0,4,1.02857142857143,2.74285714285714,6.97664233576642,10.1523741803408,1,0,1.332,6.41123595505618,45.9820992650383,0
"124",1,3,8,0,0,130,44,14,1,13,29,0,0,180,18,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1e+07,6.66666666666667,17.3750135253603,0,2,5,1.61194029850746,3.93880597014925,6.96,31.6473656368403,1,11,1.02857142857143,6.97664233576642,10.1523741803408,1
"125",10,9,31,1,0,541,194,74,18,46,116,4,2,750,82,3,2,23,1,1,1,9,7,6,1,0,3,16,6,0,15800000,6.52,102.419530035149,0,3,6,1.31538461538462,2.85384615384615,6.66666666666667,17.3750135253603,0,0,1.61194029850746,6.96,31.6473656368403,1
"126",1,0,0,0,0,17,4,5,0,7,2,0,0,27,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3e+05,3.62222222222222,2.51126686398054,3,3,2,5,23.2,2.4,4.55594177710189,0,1,1.65957446808511,5.31836734693878,25.1824441140011,0
"127",9,17,34,1,0,619,232,117,15,83,89,6,11,922,123,11,9,29,0,0,0,0,0,0,0,0,0,0,0,0,305000,5.51713665943601,122.499075227468,0,2,2,1.57638888888889,4.67222222222222,5.58518518518519,94.8333660813118,0,1,1.39772727272727,5.21102362204724,14.009009009009,0
"128",8,13,25,1,0,422,167,85,20,63,47,4,5,636,91,5,4,18,0,0,0,0,0,0,0,0,0,0,0,0,6e+05,5.09811320754717,111.102875571051,3,0,3,1.52665589660743,4.44555735056543,5.51713665943601,122.499075227468,0,0,1.57638888888889,5.58518518518519,94.8333660813118,0
"129",1,5,7,0,0,116,60,38,8,14,13,0,0,184,39,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,6e+05,5.4,43.4428412005404,1,1,4,1.63507109004739,5.72369668246446,5.09811320754717,111.102875571051,0,3,1.52665589660743,5.51713665943601,122.499075227468,0
"130",0,0,0,0,0,47,19,9,0,6,6,2,2,70,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6e+05,5.05714285714286,7.69289687028658,12,3,5,1.91379310344828,6.22586206896552,5.4,43.4428412005404,0,1,1.63507109004739,5.09811320754717,111.102875571051,0
"131",3,2,0,0,0,223,61,39,8,45,71,4,3,324,44,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,355000,6.4,41.4952986673118,69,2,2,1.78947368421053,7.01578947368421,5.2,34.7358911549773,0,37,1.56818181818182,6.32783505154639,23.4745115813077,0
"132",3,1,0,0,0,168,56,30,2,18,52,9,0,239,33,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1800000,7.30794979079498,23.7439973347928,62,1,3,1.42600896860987,4.46457399103139,6.4,41.4952986673118,0,69,1.78947368421053,5.2,34.7358911549773,0
"133",2,1,0,0,0,33,17,11,1,8,8,1,2,58,13,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3200000,5.19310344827586,11.3549422336329,12,0,4,1.32142857142857,2.55714285714286,7.30794979079498,23.7439973347928,0,62,1.42600896860987,6.4,41.4952986673118,0
"134",0,1,0,0,0,70,25,14,5,9,13,1,1,105,17,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3200000,5.85714285714286,19.6053971941739,23,0,5,2.27272727272727,5.38181818181818,5.19310344827586,11.3549422336329,0,12,1.32142857142857,7.30794979079498,23.7439973347928,0
"135",0,0,0,0,0,30,19,14,3,11,4,0,2,62,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3200000,3.65806451612903,19.5058279407943,12,1,7,1.45714285714286,6.02857142857143,5.85714285714286,19.6053971941739,0,23,2.27272727272727,5.19310344827586,11.3549422336329,0
"136",1,2,6,0,0,72,25,19,7,25,27,5,3,124,21,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4e+05,5.30322580645161,30.1916138067386,0,3,2,1.29714285714286,4.15428571428571,7.03265306122449,93.2529806802463,1,1,1.21212121212121,7.5021897810219,12.9573615399777,0
"137",1,0,0,0,0,30,10,6,2,1,9,1,2,43,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e+05,7.07441860465116,6.60893325874607,5,3,5,2.08333333333333,8.24166666666667,5.30322580645161,30.1916138067386,0,0,1.29714285714286,7.03265306122449,93.2529806802463,1
"138",15,11,31,1,1,586,200,98,23,102,129,6,9,884,109,5,6,15,1,1,1,31,10,4,1,6,13,46,4,0,8500000,5.78009049773756,130.581396410795,0,0,11,1.50239234449761,4.87464114832536,5.97019438444924,144.904182544419,0,0,1.73333333333333,6.09565217391304,14.9391247051933,0
"139",11,10,33,1,1,620,181,82,22,64,172,12,15,856,89,6,7,16,0,0,0,0,0,0,0,0,0,0,0,0,9500000,6.75981308411215,101.459385459519,0,2,12,1.54607508532423,4.96109215017065,5.78009049773756,130.581396410795,1,0,1.50239234449761,5.97019438444924,144.904182544419,0
"140",14,12,32,0,0,565,191,82,23,64,132,7,7,795,89,1,8,14,1,1,5,65,24,15,5,12,10,99,15,0,11500000,6.35094339622642,114.277939240853,0,1,13,1.18548387096774,4.00806451612903,6.75981308411215,101.459385459519,0,0,1.54607508532423,5.78009049773756,130.581396410795,1
"141",8,9,23,0,0,335,120,67,21,43,55,6,8,499,69,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3e+05,5.59238476953908,88.161538082439,0,3,14,1.35398230088496,4.48495575221239,6.35094339622642,114.277939240853,1,0,1.18548387096774,6.75981308411215,101.459385459519,0
"142",0,1,2,0,0,12,7,6,0,3,2,2,0,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e+05,4.85454545454546,3.93436988212459,0,0,15,1.45970149253731,5.92238805970149,5.59238476953908,88.161538082439,0,0,1.35398230088496,6.35094339622642,114.277939240853,1
"143",2,0,0,0,0,145,54,24,8,24,51,2,4,220,27,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,399000,6.76363636363636,39.3116228808802,42,1,2,1.88297872340426,5.84893617021277,6.48387096774194,34.3726530337784,0,35,1.16037735849057,6.13469387755102,16.0728373688091,0
"144",0,1,0,0,0,42,13,7,2,5,12,2,0,59,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5e+05,7.0271186440678,8.47613037010323,15,2,3,1.61379310344828,4.8551724137931,6.76363636363636,39.3116228808802,0,42,1.88297872340426,6.48387096774194,34.3726530337784,0
"145",0,0,0,0,0,28,17,13,1,9,9,0,2,54,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5e+05,4.95555555555556,12.8653496584694,9,1,4,1.28571428571429,4.2,7.0271186440678,8.47613037010323,0,15,1.61379310344828,6.76363636363636,39.3116228808802,0
"146",1,2,0,0,0,48,13,8,1,15,11,3,0,74,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5e+05,5.23783783783784,9.02110549128592,10,0,5,2.78571428571429,6.2,4.95555555555556,12.8653496584694,0,9,1.28571428571429,7.0271186440678,8.47613037010323,0
"147",12,13,34,1,1,636,175,76,19,66,252,13,3,868,85,2,2,10,0,0,0,0,0,0,0,0,0,0,0,1,2916667,7.92995391705069,91.9284793085504,0,0,3,1.2791095890411,3.44143835616438,6.77226277372263,85.9100233997488,0,0,1.12694300518135,6.70285714285714,62.0960429503033,1
"148",9,14,34,0,0,590,180,88,18,91,176,9,10,851,101,15,6,14,0,0,0,0,0,0,0,0,0,0,0,0,335000,6.54218566392479,104.771225659844,0,0,2,1.30526315789474,4.93684210526316,5.63821339950372,48.0199529926473,0,0,1.66666666666667,5.82857142857143,3.268108787362,0
"149",12,12,29,0,0,493,149,81,22,78,131,14,7,705,87,6,2,15,0,0,0,0,0,0,0,0,0,0,0,0,2100000,6.38723404255319,101.248057401786,0,0,3,1.37796610169492,4.04915254237288,6.54218566392479,104.771225659844,0,0,1.30526315789474,5.63821339950372,48.0199529926473,0
"150",2,1,5,0,0,93,25,9,4,8,23,0,1,124,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2100000,6.75483870967742,14.9199636198272,0,0,4,1.38133874239351,4.67870182555781,6.38723404255319,101.248057401786,0,0,1.37796610169492,6.54218566392479,104.771225659844,0
"151",2,4,16,0,0,216,66,39,13,45,54,0,4,320,41,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,2260000,5.8125,55.4426144647431,0,0,5,1.06451612903226,4.26451612903226,6.75483870967742,14.9199636198272,0,0,1.38133874239351,6.38723404255319,101.248057401786,0
"152",7,7,19,0,0,304,100,56,16,54,59,6,5,452,57,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2100000,5.50619469026549,74.182093556623,0,2,6,1.54166666666667,5.83888888888889,5.8125,55.4426144647431,0,0,1.06451612903226,6.75483870967742,14.9199636198272,0
"153",9,12,30,0,0,462,167,86,19,64,97,6,13,693,96,12,6,14,0,0,0,0,0,0,0,0,0,0,0,0,3e+06,5.86753246753247,104.282748926985,0,1,7,1.51973684210526,5.71644736842105,5.50619469026549,74.182093556623,0,0,1.54166666666667,5.8125,55.4426144647431,0
"154",4,5,15,0,0,291,111,65,18,38,73,2,8,442,68,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,3e+06,6.21447963800905,80.4572286108635,16,0,8,1.5,4.90779220779221,5.86753246753247,104.282748926985,0,0,1.51973684210526,5.50619469026549,74.182093556623,0
"155",1,0,1,0,0,25,11,7,2,1,6,1,0,37,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3e+06,7.02162162162162,7.7729909643935,2,3,9,1.5360824742268,5.43711340206186,6.21447963800905,80.4572286108635,0,16,1.5,5.86753246753247,104.282748926985,0
"156",4,4,0,0,0,159,43,19,5,31,48,4,2,226,21,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8e+05,6.46194690265487,27.5451539890084,53,1,3,1.55555555555556,4.24444444444444,6.94455445544554,31.8865854301841,0,43,1.04918032786885,6.97377049180328,18.6389166292451,1
"157",6,2,0,0,0,183,50,20,7,34,62,0,1,263,26,2,4,3,1,0,0,4,4,3,1,2,0,10,3,0,8e+05,6.72319391634981,33.95,66,1,4,1.39622641509434,4.2,6.46194690265487,27.5451539890084,0,53,1.55555555555556,6.94455445544554,31.8865854301841,0
"158",3,9,18,0,0,344,122,79,16,35,109,4,5,496,82,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,516500,7.14193548387097,75.3223942132766,6,1,2,1.45810055865922,5.46256983240223,6.13422562141491,88.3770662630118,0,0,1.53488372093023,5.48017817371938,61.7185094342676,0
"159",5,4,14,0,0,226,59,40,9,41,60,1,5,324,41,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,5e+05,5.95555555555556,40.7951454399805,0,1,3,1.36918604651163,4.08081395348837,7.14193548387097,75.3223942132766,0,6,1.45810055865922,6.13422562141491,88.3770662630118,0
"160",10,5,25,1,1,470,114,44,5,41,167,8,3,614,46,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3630000,7.84299674267101,41.7611519685767,0,2,4,1.32743362831858,4.95221238938053,5.95555555555556,40.7951454399805,0,0,1.36918604651163,7.14193548387097,75.3223942132766,0
"161",22,6,33,4,3,687,150,45,10,48,236,6,6,870,52,4,1,15,1,1,3,59,14,8,2,4,28,78,8,0,10700000,7.93793103448276,55.728821258233,0,2,5,0.98936170212766,2.28723404255319,7.84299674267101,41.7611519685767,0,0,1.32743362831858,5.95555555555556,40.7951454399805,0
"162",10,11,32,0,0,518,187,108,24,68,124,4,16,771,118,4,7,19,0,0,0,0,0,0,0,0,0,0,0,0,1625000,6.115953307393,120.807426173444,0,3,2,1.5781990521327,5.33981042654028,6.06666666666667,112.964053373513,0,0,1.28712871287129,6.38475967174678,108.679033565459,0
"163",5,4,9,0,0,310,88,40,8,35,78,2,12,438,44,6,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1900000,6.35890410958904,44.6530131096079,32,2,3,1.47683397683398,4.92586872586873,6.115953307393,120.807426173444,0,0,1.5781990521327,6.06666666666667,112.964053373513,0
"164",4,3,8,0,0,244,83,45,7,27,51,2,6,348,47,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,1900000,6.0551724137931,43.6664644352171,21,2,4,1.19032258064516,3.94516129032258,6.35890410958904,44.6530131096079,0,32,1.47683397683398,6.115953307393,120.807426173444,0
"165",2,1,4,0,0,81,30,12,1,15,22,0,0,123,14,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,225000,6.37560975609756,15.2769424625811,5,0,2,1.50566037735849,5.16981132075472,5.61538461538462,62.9306415664892,0,11,1.73023255813953,5.96804733727811,59.5781592112111,0
"166",0,0,0,0,0,52,10,4,0,4,14,0,1,66,5,0,0,0,1,0,0,10,2,1,1,2,5,15,1,0,332500,7.4,2.46056302307887,6,2,3,1.66666666666667,3.38518518518519,6.37560975609756,15.2769424625811,0,5,1.50566037735849,5.61538461538462,62.9306415664892,0
"167",10,9,29,0,0,536,171,80,17,47,142,5,20,764,99,5,4,11,1,0,2,38,15,11,3,5,14,58,11,0,1850000,6.62513089005236,88.8120675118167,3,2,4,0.807692307692308,2.10384615384615,7.4,2.46056302307887,1,6,1.66666666666667,6.37560975609756,15.2769424625811,0
"168",14,10,32,0,0,616,213,103,22,54,100,5,14,878,116,4,4,14,1,0,0,3,2,2,1,2,1,7,2,0,3e+06,5.87835990888383,115.725959960617,3,2,5,1.22014925373134,3.92201492537313,6.62513089005236,88.8120675118167,1,3,0.807692307692308,7.4,2.46056302307887,1
"169",14,11,35,3,1,722,222,88,31,64,184,6,5,992,98,9,2,14,0,0,0,0,0,0,0,0,0,0,0,1,4125000,6.8758064516129,130.869626527485,0,1,6,1.30032467532468,4.56850649350649,5.87835990888383,115.725959960617,1,3,1.22014925373134,6.62513089005236,88.8120675118167,1
